,fixture.id,fixture.date,league.round,league.season,home.id,score.home,away.id,score.away,winner,team.id,team.name,home.name,away.name,BP,BS,CK,Fouls,GkS,O,P%,PAc,RC,SI,SoffG,SonG,Soutb,TS,TP,YC,GA,GS,PK,TkT,TkB,TkI,DT,DW,DrA,DrS,DrP,FDr,PyW,PyC,PySc,PyM,PyS,RD,RF,RM
9108,838040,2022-05-07T23:30:00+00:00,5,2022,134,1.0,129,0.0,2.0,129,Ceara,Atletico Paranaense,Ceara,59.0,3.0,9.0,8.0,7.0,1.0,78.0,318.0,,6.0,8.0,3.0,8.0,14.0,406.0,3.0,0.0,7.0,12.0,17.0,2.0,7.0,113.0,64.0,22.0,8.0,9.0,19.0,0.0,1.0,0.0,0.0,1.0,6.971428571428571,6.633333333333333,6.75
9109,838033,2022-05-08T21:00:00+00:00,5,2022,794,0.0,131,1.0,0.0,131,Corinthians,RB Bragantino,Corinthians,43.0,1.0,1.0,9.0,2.0,1.0,80.0,332.0,,2.0,2.0,1.0,2.0,4.0,415.0,2.0,1.0,2.0,4.0,16.0,1.0,18.0,87.0,50.0,17.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,6.971428571428571,6.4,6.966666666666666
9110,838040,2022-05-07T23:30:00+00:00,5,2022,134,1.0,129,0.0,2.0,134,Atletico Paranaense,Atletico Paranaense,Ceara,41.0,3.0,4.0,19.0,3.0,1.0,74.0,211.0,,9.0,4.0,8.0,6.0,15.0,285.0,5.0,0.0,3.0,7.0,18.0,3.0,13.0,110.0,46.0,11.0,9.0,8.0,8.0,1.0,0.0,0.0,1.0,0.0,7.116666666666667,6.6,6.65
9111,838038,2022-05-08T19:00:00+00:00,5,2022,144,0.0,151,1.0,0.0,144,Atletico Goianiense,Atletico Goianiense,Goias,77.0,10.0,12.0,12.0,2.0,2.0,89.0,463.0,,20.0,16.0,7.0,13.0,33.0,523.0,4.0,0.0,2.0,29.0,15.0,0.0,9.0,105.0,50.0,11.0,4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,6.883333333333333,6.833333333333333,7.185714285714285
9112,838039,2022-05-09T23:00:00+00:00,5,2022,145,2.0,147,1.0,2.0,145,Avai,Avai,Coritiba,58.0,2.0,5.0,14.0,3.0,,85.0,459.0,,8.0,4.0,6.0,4.0,12.0,543.0,3.0,0.0,3.0,7.0,19.0,1.0,8.0,110.0,50.0,16.0,6.0,13.0,13.0,2.0,0.0,2.0,0.0,0.0,6.840000000000001,6.916666666666667,6.825
9113,838039,2022-05-09T23:00:00+00:00,5,2022,145,2.0,147,1.0,2.0,147,Coritiba,Avai,Coritiba,42.0,1.0,7.0,13.0,4.0,1.0,80.0,302.0,,4.0,3.0,4.0,4.0,8.0,379.0,3.0,0.0,4.0,5.0,20.0,2.0,15.0,110.0,60.0,24.0,13.0,6.0,14.0,0.0,2.0,0.0,0.0,0.0,6.6000000000000005,6.525,6.816666666666666
9114,838038,2022-05-08T19:00:00+00:00,5,2022,144,0.0,151,1.0,0.0,151,Goias,Atletico Goianiense,Goias,23.0,0.0,0.0,11.0,7.0,2.0,60.0,102.0,1.0,4.0,3.0,3.0,2.0,6.0,171.0,4.0,0.0,7.0,4.0,12.0,10.0,6.0,104.0,55.0,10.0,5.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,7.399999999999999,6.6,6.428571428571429
9115,838036,2022-05-08T22:00:00+00:00,5,2022,152,1.0,119,1.0,1.0,152,Juventude,Juventude,Internacional,57.0,0.0,6.0,22.0,2.0,3.0,83.0,369.0,,6.0,6.0,5.0,5.0,11.0,447.0,5.0,1.0,2.0,8.0,20.0,2.0,12.0,103.0,47.0,6.0,2.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,6.628571428571428,6.95,6.98
9116,838037,2022-05-08T22:00:00+00:00,5,2022,154,1.0,126,1.0,1.0,154,Fortaleza EC,Fortaleza EC,Sao Paulo,54.0,5.0,9.0,16.0,1.0,3.0,80.0,305.0,,7.0,4.0,3.0,5.0,12.0,380.0,2.0,1.0,1.0,9.0,12.0,2.0,11.0,109.0,60.0,23.0,13.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,6.475,6.616666666666667,7.15
9117,838033,2022-05-08T21:00:00+00:00,5,2022,794,0.0,131,1.0,0.0,794,RB Bragantino,RB Bragantino,Corinthians,57.0,1.0,1.0,11.0,0.0,3.0,84.0,448.0,,5.0,5.0,2.0,3.0,8.0,534.0,1.0,0.0,0.0,6.0,16.0,1.0,17.0,87.0,37.0,11.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,6.92,6.540000000000001,6.75
9118,838031,2022-05-07T19:30:00+00:00,5,2022,1062,1.0,125,2.0,0.0,1062,Atletico-MG,Atletico-MG,America Mineiro,69.0,6.0,11.0,7.0,7.0,3.0,80.0,427.0,,16.0,9.0,8.0,7.0,23.0,534.0,4.0,0.0,7.0,16.0,19.0,2.0,13.0,128.0,80.0,17.0,9.0,7.0,22.0,0.0,1.0,0.0,0.0,0.0,7.24,6.8,7.08
9119,838035,2022-05-08T21:00:00+00:00,5,2022,128,4.0,1193,1.0,2.0,1193,Cuiaba,Santos,Cuiaba,53.0,7.0,8.0,12.0,2.0,2.0,89.0,404.0,,13.0,7.0,3.0,4.0,17.0,456.0,2.0,1.0,2.0,14.0,13.0,3.0,10.0,111.0,51.0,16.0,6.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,6.4,6.65,6.485714285714286
9120,838046,2022-05-14T22:00:00+00:00,6,2022,119,2.0,131,2.0,1.0,119,Internacional,Internacional,Corinthians,48.0,4.0,5.0,8.0,7.0,1.0,83.0,319.0,,10.0,4.0,5.0,3.0,13.0,385.0,2.0,1.0,7.0,10.0,14.0,2.0,7.0,75.0,32.0,8.0,2.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,6.583333333333333,6.6000000000000005,6.916666666666667
9121,838045,2022-05-15T21:00:00+00:00,6,2022,120,3.0,154,1.0,2.0,120,Botafogo,Botafogo,Fortaleza EC,63.0,3.0,5.0,14.0,2.0,3.0,84.0,429.0,,6.0,4.0,5.0,6.0,12.0,510.0,3.0,1.0,2.0,9.0,7.0,4.0,9.0,100.0,41.0,22.0,10.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,6.9,6.666666666666667,6.7
9122,838044,2022-05-14T19:30:00+00:00,6,2022,121,2.0,794,0.0,2.0,121,Palmeiras,Palmeiras,RB Bragantino,48.0,3.0,7.0,11.0,2.0,3.0,81.0,311.0,,9.0,4.0,7.0,5.0,14.0,385.0,2.0,1.0,2.0,6.0,13.0,4.0,6.0,96.0,50.0,16.0,8.0,8.0,14.0,1.0,0.0,1.0,0.0,0.0,7.042857142857143,6.6000000000000005,7.083333333333333
9123,838042,2022-05-15T00:00:00+00:00,6,2022,124,2.0,134,1.0,2.0,124,Fluminense,Fluminense,Atletico Paranaense,63.0,2.0,4.0,12.0,2.0,1.0,87.0,453.0,,6.0,3.0,6.0,5.0,11.0,523.0,3.0,2.0,2.0,8.0,20.0,6.0,13.0,94.0,45.0,19.0,3.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,6.75,7.225,6.883333333333333
9124,838050,2022-05-15T20:30:00+00:00,6,2022,147,1.0,125,0.0,2.0,125,America Mineiro,Coritiba,America Mineiro,42.0,3.0,4.0,23.0,6.0,1.0,80.0,234.0,1.0,4.0,4.0,2.0,5.0,9.0,292.0,6.0,0.0,6.0,8.0,14.0,4.0,5.0,110.0,44.0,25.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,6.375,6.783333333333334
9125,838043,2022-05-15T19:00:00+00:00,6,2022,126,2.0,1193,1.0,2.0,126,Sao Paulo,Sao Paulo,Cuiaba,73.0,3.0,15.0,5.0,2.0,1.0,89.0,527.0,,14.0,9.0,9.0,7.0,21.0,591.0,2.0,0.0,2.0,14.0,12.0,1.0,5.0,72.0,44.0,8.0,5.0,3.0,14.0,1.0,0.0,1.0,0.0,0.0,7.183333333333334,6.9,6.916666666666667
9126,838047,2022-05-14T19:30:00+00:00,6,2022,129,2.0,127,2.0,1.0,127,Flamengo,Ceara,Flamengo,59.0,4.0,3.0,22.0,2.0,,84.0,406.0,,7.0,3.0,4.0,4.0,11.0,483.0,5.0,2.0,2.0,9.0,33.0,7.0,12.0,136.0,77.0,17.0,10.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,6.7375,6.800000000000001,7.399999999999999
9127,838048,2022-05-15T22:00:00+00:00,6,2022,151,1.0,128,0.0,2.0,128,Santos,Goias,Santos,68.0,4.0,9.0,11.0,4.0,2.0,88.0,448.0,,11.0,9.0,3.0,5.0,16.0,508.0,,0.0,4.0,11.0,13.0,2.0,8.0,98.0,46.0,11.0,6.0,10.0,12.0,0.0,1.0,0.0,0.0,0.0,6.92,6.625,6.714285714285714
9128,838047,2022-05-14T19:30:00+00:00,6,2022,129,2.0,127,2.0,1.0,129,Ceara,Ceara,Flamengo,41.0,6.0,7.0,18.0,2.0,4.0,82.0,272.0,,5.0,4.0,5.0,10.0,15.0,332.0,5.0,1.0,2.0,9.0,13.0,3.0,10.0,139.0,61.0,31.0,15.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,6.642857142857143,6.5,6.45
9129,838046,2022-05-14T22:00:00+00:00,6,2022,119,2.0,131,2.0,1.0,131,Corinthians,Internacional,Corinthians,52.0,2.0,6.0,7.0,3.0,3.0,86.0,367.0,,11.0,4.0,9.0,4.0,15.0,425.0,2.0,1.0,3.0,12.0,12.0,4.0,13.0,75.0,43.0,18.0,11.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,6.866666666666667,6.95,6.733333333333333
9130,838042,2022-05-15T00:00:00+00:00,6,2022,124,2.0,134,1.0,2.0,134,Atletico Paranaense,Fluminense,Atletico Paranaense,37.0,6.0,5.0,12.0,4.0,1.0,76.0,221.0,,4.0,3.0,3.0,8.0,12.0,289.0,2.0,1.0,4.0,10.0,29.0,2.0,19.0,94.0,49.0,10.0,4.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,6.959999999999999,6.76,6.566666666666666
9131,838041,2022-05-14T22:00:00+00:00,6,2022,1062,2.0,144,0.0,2.0,144,Atletico Goianiense,Atletico-MG,Atletico Goianiense,44.0,3.0,2.0,14.0,6.0,1.0,80.0,320.0,,3.0,2.0,0.0,2.0,5.0,400.0,2.0,0.0,6.0,3.0,17.0,4.0,12.0,100.0,50.0,12.0,8.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,6.859999999999999,6.666666666666667,6.457142857142857
9132,838049,2022-05-15T21:00:00+00:00,6,2022,145,1.0,152,2.0,0.0,145,Avai,Avai,Juventude,64.0,4.0,6.0,18.0,1.0,,85.0,461.0,,10.0,8.0,5.0,7.0,17.0,543.0,2.0,1.0,1.0,14.0,9.0,1.0,5.0,100.0,49.0,17.0,10.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,6.7,7.0,6.666666666666667
9133,838050,2022-05-15T20:30:00+00:00,6,2022,147,1.0,125,0.0,2.0,147,Coritiba,Coritiba,America Mineiro,58.0,4.0,7.0,11.0,2.0,4.0,85.0,346.0,,9.0,6.0,7.0,8.0,17.0,406.0,1.0,1.0,2.0,10.0,25.0,3.0,8.0,110.0,66.0,16.0,9.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,7.619999999999999,6.640000000000001,7.033333333333334
9134,838048,2022-05-15T22:00:00+00:00,6,2022,151,1.0,128,0.0,2.0,151,Goias,Goias,Santos,32.0,2.0,5.0,14.0,4.0,,72.0,176.0,,7.0,3.0,5.0,3.0,10.0,243.0,,0.0,4.0,9.0,14.0,4.0,10.0,99.0,53.0,16.0,10.0,6.0,11.0,1.0,0.0,1.0,0.0,0.0,7.085714285714286,6.95,6.983333333333333
9135,838049,2022-05-15T21:00:00+00:00,6,2022,145,1.0,152,2.0,0.0,152,Juventude,Avai,Juventude,36.0,1.0,6.0,16.0,4.0,,79.0,236.0,2.0,3.0,1.0,3.0,2.0,5.0,299.0,5.0,1.0,4.0,2.0,14.0,4.0,11.0,101.0,51.0,11.0,6.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,7.083333333333333,6.775,6.4
9136,838045,2022-05-15T21:00:00+00:00,6,2022,120,3.0,154,1.0,2.0,154,Fortaleza EC,Botafogo,Fortaleza EC,37.0,4.0,1.0,15.0,3.0,2.0,73.0,222.0,1.0,3.0,3.0,3.0,7.0,10.0,304.0,2.0,1.0,3.0,6.0,21.0,2.0,11.0,100.0,59.0,16.0,11.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,6.3,6.825,6.875
9137,838044,2022-05-14T19:30:00+00:00,6,2022,121,2.0,794,0.0,2.0,794,RB Bragantino,Palmeiras,RB Bragantino,52.0,4.0,4.0,14.0,5.0,,81.0,332.0,,2.0,6.0,2.0,10.0,12.0,411.0,2.0,0.0,5.0,9.0,13.0,3.0,13.0,96.0,46.0,9.0,8.0,8.0,11.0,0.0,1.0,0.0,0.0,0.0,6.833333333333333,6.675,6.533333333333334
9138,838041,2022-05-14T22:00:00+00:00,6,2022,1062,2.0,144,0.0,2.0,1062,Atletico-MG,Atletico-MG,Atletico Goianiense,56.0,4.0,10.0,16.0,0.0,2.0,82.0,426.0,,8.0,3.0,7.0,6.0,14.0,518.0,1.0,1.0,0.0,11.0,11.0,3.0,6.0,100.0,50.0,19.0,12.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,7.32,6.933333333333334,6.8875
9139,838043,2022-05-15T19:00:00+00:00,6,2022,126,2.0,1193,1.0,2.0,1193,Cuiaba,Sao Paulo,Cuiaba,27.0,1.0,3.0,15.0,7.0,,74.0,158.0,1.0,3.0,2.0,3.0,3.0,6.0,214.0,1.0,0.0,7.0,2.0,13.0,2.0,11.0,72.0,28.0,11.0,3.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,6.666666666666667,6.366666666666667,6.542857142857143
9140,838059,2022-05-22T00:00:00+00:00,7,2022,1193,1.0,119,1.0,1.0,119,Internacional,Cuiaba,Internacional,58.0,4.0,11.0,12.0,2.0,1.0,84.0,359.0,,12.0,6.0,4.0,2.0,14.0,426.0,7.0,0.0,2.0,13.0,10.0,3.0,6.0,84.0,30.0,12.0,4.0,3.0,8.0,1.0,0.0,1.0,0.0,0.0,6.58,6.5,6.885714285714286
9141,838051,2022-05-22T00:00:00+00:00,7,2022,125,1.0,120,1.0,1.0,120,Botafogo,America Mineiro,Botafogo,58.0,1.0,5.0,9.0,3.0,1.0,83.0,427.0,,5.0,2.0,5.0,3.0,8.0,516.0,1.0,1.0,3.0,6.0,29.0,3.0,10.0,132.0,72.0,27.0,15.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.728571428571429
9142,838056,2022-05-21T22:00:00+00:00,7,2022,152,0.0,121,3.0,0.0,121,Palmeiras,Juventude,Palmeiras,54.0,7.0,7.0,6.0,3.0,2.0,83.0,388.0,,10.0,5.0,8.0,10.0,20.0,465.0,,3.0,3.0,16.0,19.0,3.0,15.0,112.0,63.0,18.0,9.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,7.58,6.88,6.966666666666666
9143,838057,2022-05-22T19:00:00+00:00,7,2022,154,0.0,124,1.0,0.0,124,Fluminense,Fortaleza EC,Fluminense,37.0,0.0,5.0,14.0,8.0,3.0,73.0,214.0,,5.0,4.0,3.0,2.0,7.0,292.0,1.0,1.0,8.0,7.0,19.0,8.0,12.0,103.0,55.0,13.0,9.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,7.314285714285715,7.033333333333334,7.0
9144,838051,2022-05-22T00:00:00+00:00,7,2022,125,1.0,120,1.0,1.0,125,America Mineiro,America Mineiro,Botafogo,42.0,3.0,3.0,19.0,4.0,3.0,74.0,278.0,,6.0,5.0,4.0,6.0,12.0,374.0,2.0,0.0,4.0,6.0,23.0,1.0,11.0,132.0,60.0,28.0,14.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,6.633333333333333,6.6000000000000005,6.716666666666666
9145,838054,2022-05-22T19:00:00+00:00,7,2022,131,1.0,126,1.0,1.0,126,Sao Paulo,Corinthians,Sao Paulo,45.0,3.0,8.0,12.0,5.0,2.0,75.0,311.0,,10.0,4.0,7.0,4.0,14.0,415.0,3.0,1.0,5.0,10.0,17.0,0.0,14.0,116.0,58.0,13.0,7.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,6.82,6.8,6.933333333333334
9146,838052,2022-05-21T19:30:00+00:00,7,2022,127,1.0,151,0.0,2.0,127,Flamengo,Flamengo,Goias,64.0,1.0,6.0,14.0,0.0,1.0,88.0,511.0,,6.0,4.0,6.0,5.0,11.0,580.0,1.0,1.0,0.0,7.0,13.0,0.0,11.0,112.0,52.0,16.0,4.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,7.32,7.0,6.566666666666666
9147,838055,2022-05-21T21:30:00+00:00,7,2022,128,0.0,129,0.0,1.0,128,Santos,Santos,Ceara,51.0,2.0,6.0,9.0,4.0,2.0,81.0,308.0,,8.0,11.0,3.0,8.0,16.0,382.0,1.0,0.0,4.0,13.0,17.0,1.0,11.0,106.0,60.0,17.0,13.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,7.32,6.825,7.0
9148,838055,2022-05-21T21:30:00+00:00,7,2022,128,0.0,129,0.0,1.0,129,Ceara,Santos,Ceara,49.0,1.0,2.0,13.0,3.0,1.0,80.0,312.0,1.0,5.0,6.0,4.0,6.0,11.0,389.0,5.0,0.0,3.0,10.0,8.0,2.0,11.0,106.0,46.0,22.0,12.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,6.928571428571429,6.720000000000001,6.525
9149,838054,2022-05-22T19:00:00+00:00,7,2022,131,1.0,126,1.0,1.0,131,Corinthians,Corinthians,Sao Paulo,55.0,0.0,8.0,11.0,6.0,2.0,81.0,417.0,,7.0,8.0,5.0,6.0,13.0,515.0,2.0,1.0,6.0,10.0,19.0,3.0,9.0,116.0,58.0,14.0,9.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,7.12,6.875,7.016666666666667
9150,838060,2022-05-22T22:00:00+00:00,7,2022,134,2.0,145,1.0,2.0,134,Atletico Paranaense,Atletico Paranaense,Avai,42.0,5.0,5.0,23.0,3.0,1.0,74.0,254.0,,6.0,5.0,3.0,7.0,13.0,344.0,2.0,1.0,3.0,9.0,18.0,2.0,7.0,104.0,51.0,14.0,8.0,5.0,16.0,0.0,2.0,1.0,0.0,1.0,6.733333333333333,7.2,6.825
9151,838058,2022-05-21T19:30:00+00:00,7,2022,144,2.0,147,0.0,2.0,144,Atletico Goianiense,Atletico Goianiense,Coritiba,58.0,7.0,3.0,14.0,6.0,1.0,85.0,426.0,,11.0,7.0,3.0,6.0,17.0,499.0,4.0,2.0,6.0,13.0,10.0,2.0,6.0,104.0,50.0,18.0,8.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,7.35,6.966666666666666,7.033333333333334
9152,838060,2022-05-22T22:00:00+00:00,7,2022,134,2.0,145,1.0,2.0,145,Avai,Atletico Paranaense,Avai,58.0,2.0,4.0,17.0,1.0,,82.0,380.0,,4.0,3.0,4.0,5.0,9.0,462.0,6.0,0.0,1.0,6.0,15.0,4.0,11.0,104.0,53.0,15.0,5.0,8.0,23.0,2.0,1.0,1.0,1.0,0.0,6.640000000000001,6.616666666666667,6.720000000000001
9153,838058,2022-05-21T19:30:00+00:00,7,2022,144,2.0,147,0.0,2.0,147,Coritiba,Atletico Goianiense,Coritiba,42.0,2.0,5.0,13.0,1.0,1.0,82.0,291.0,2.0,7.0,6.0,6.0,7.0,14.0,355.0,1.0,0.0,1.0,8.0,16.0,7.0,6.0,104.0,54.0,13.0,10.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,6.75,6.575,6.7
9154,838052,2022-05-21T19:30:00+00:00,7,2022,127,1.0,151,0.0,2.0,151,Goias,Flamengo,Goias,36.0,0.0,4.0,19.0,5.0,3.0,78.0,246.0,,3.0,3.0,0.0,0.0,3.0,316.0,3.0,0.0,5.0,2.0,18.0,1.0,10.0,112.0,60.0,12.0,9.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,6.95,6.85,6.583333333333333
9155,838056,2022-05-21T22:00:00+00:00,7,2022,152,0.0,121,3.0,0.0,152,Juventude,Juventude,Palmeiras,46.0,3.0,7.0,20.0,5.0,1.0,79.0,301.0,,5.0,7.0,3.0,8.0,13.0,381.0,3.0,0.0,5.0,9.0,19.0,6.0,11.0,112.0,49.0,10.0,8.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,6.55,6.540000000000001,6.92
9156,838057,2022-05-22T19:00:00+00:00,7,2022,154,0.0,124,1.0,0.0,154,Fortaleza EC,Fortaleza EC,Fluminense,63.0,8.0,12.0,13.0,2.0,,85.0,413.0,,15.0,7.0,8.0,8.0,23.0,485.0,1.0,0.0,2.0,17.0,12.0,0.0,6.0,100.0,47.0,19.0,8.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,6.7,6.5,7.38
9157,838053,2022-05-11T23:30:00+00:00,7,2022,794,1.0,1062,1.0,1.0,794,RB Bragantino,RB Bragantino,Atletico-MG,38.0,1.0,3.0,13.0,3.0,1.0,78.0,298.0,,2.0,4.0,1.0,4.0,6.0,383.0,2.0,1.0,3.0,5.0,18.0,10.0,8.0,85.0,39.0,14.0,7.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,6.8,6.65,6.8500000000000005
9158,838053,2022-05-11T23:30:00+00:00,7,2022,794,1.0,1062,1.0,1.0,1062,Atletico-MG,RB Bragantino,Atletico-MG,62.0,9.0,10.0,5.0,0.0,2.0,84.0,536.0,,5.0,4.0,4.0,12.0,17.0,637.0,2.0,1.0,0.0,9.0,13.0,0.0,12.0,85.0,46.0,23.0,12.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,6.76,6.75,6.775
9159,838059,2022-05-22T00:00:00+00:00,7,2022,1193,1.0,119,1.0,1.0,1193,Cuiaba,Cuiaba,Internacional,42.0,4.0,4.0,9.0,3.0,2.0,78.0,246.0,1.0,7.0,4.0,3.0,4.0,11.0,316.0,3.0,0.0,3.0,7.0,20.0,2.0,7.0,83.0,53.0,10.0,3.0,4.0,12.0,0.0,1.0,0.0,0.0,0.0,6.82,6.55,7.028571428571429
9160,838066,2022-05-30T23:00:00+00:00,8,2022,119,1.0,144,1.0,1.0,119,Internacional,Internacional,Atletico Goianiense,44.0,0.0,3.0,7.0,4.0,,83.0,356.0,,6.0,5.0,5.0,4.0,10.0,428.0,1.0,1.0,4.0,8.0,18.0,4.0,9.0,121.0,64.0,17.0,13.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,7.2,7.040000000000001,6.88
9161,838070,2022-05-29T19:00:00+00:00,8,2022,147,1.0,120,0.0,2.0,120,Botafogo,Coritiba,Botafogo,72.0,7.0,9.0,12.0,3.0,4.0,84.0,405.0,,7.0,8.0,3.0,11.0,18.0,485.0,3.0,0.0,3.0,14.0,21.0,3.0,5.0,123.0,62.0,21.0,11.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,6.800000000000001,6.525,6.916666666666667
9162,838065,2022-05-29T19:00:00+00:00,8,2022,128,0.0,121,1.0,0.0,121,Palmeiras,Santos,Palmeiras,55.0,4.0,4.0,15.0,3.0,2.0,88.0,416.0,,8.0,9.0,4.0,9.0,17.0,475.0,1.0,1.0,3.0,12.0,16.0,7.0,5.0,113.0,63.0,19.0,14.0,10.0,18.0,1.0,0.0,0.0,1.0,0.0,7.5,6.7,7.0125
9163,838062,2022-05-29T21:00:00+00:00,8,2022,124,1.0,127,2.0,0.0,124,Fluminense,Fluminense,Flamengo,62.0,4.0,12.0,9.0,1.0,2.0,86.0,440.0,1.0,10.0,7.0,6.0,7.0,17.0,509.0,3.0,0.0,1.0,11.0,13.0,1.0,3.0,103.0,54.0,28.0,19.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,6.34,6.94,6.833333333333333
9164,838064,2022-05-29T21:00:00+00:00,8,2022,131,1.0,125,1.0,1.0,125,America Mineiro,Corinthians,America Mineiro,37.0,5.0,5.0,20.0,3.0,1.0,70.0,219.0,,6.0,3.0,5.0,7.0,13.0,315.0,1.0,0.0,3.0,7.0,15.0,2.0,7.0,121.0,49.0,21.0,10.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,6.65,6.566666666666666,6.7
9165,838063,2022-05-28T22:00:00+00:00,8,2022,126,2.0,129,2.0,1.0,126,Sao Paulo,Sao Paulo,Ceara,51.0,3.0,8.0,19.0,2.0,2.0,81.0,302.0,1.0,7.0,7.0,5.0,8.0,15.0,371.0,4.0,2.0,2.0,13.0,17.0,1.0,6.0,103.0,48.0,11.0,5.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,6.616666666666667,6.82,6.92
9166,838062,2022-05-29T21:00:00+00:00,8,2022,124,1.0,127,2.0,0.0,127,Flamengo,Fluminense,Flamengo,38.0,1.0,2.0,16.0,5.0,4.0,77.0,235.0,1.0,5.0,3.0,3.0,2.0,7.0,306.0,5.0,2.0,5.0,6.0,23.0,4.0,13.0,103.0,49.0,13.0,6.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,6.8,6.425,7.220000000000001
9167,838065,2022-05-29T19:00:00+00:00,8,2022,128,0.0,121,1.0,0.0,128,Santos,Santos,Palmeiras,45.0,7.0,3.0,18.0,3.0,1.0,80.0,309.0,,10.0,7.0,3.0,7.0,17.0,384.0,5.0,0.0,3.0,15.0,14.0,4.0,7.0,114.0,52.0,18.0,10.0,14.0,16.0,0.0,1.0,0.0,0.0,0.0,6.82,6.828571428571428,6.525
9168,838063,2022-05-28T22:00:00+00:00,8,2022,126,2.0,129,2.0,1.0,129,Ceara,Sao Paulo,Ceara,49.0,1.0,3.0,10.0,3.0,3.0,81.0,287.0,,5.0,2.0,4.0,2.0,7.0,353.0,5.0,2.0,3.0,7.0,12.0,1.0,6.0,103.0,55.0,24.0,12.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,6.471428571428571,7.340000000000001,6.45
9169,838064,2022-05-29T21:00:00+00:00,8,2022,131,1.0,125,1.0,1.0,131,Corinthians,Corinthians,America Mineiro,63.0,2.0,6.0,13.0,4.0,,82.0,442.0,,3.0,1.0,4.0,4.0,7.0,540.0,2.0,0.0,4.0,4.0,28.0,5.0,15.0,122.0,73.0,20.0,12.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.75
9170,838069,2022-05-29T21:00:00+00:00,8,2022,1193,0.0,134,1.0,0.0,134,Atletico Paranaense,Cuiaba,Atletico Paranaense,42.0,7.0,8.0,17.0,0.0,4.0,79.0,261.0,,8.0,4.0,8.0,11.0,19.0,331.0,,0.0,0.0,14.0,18.0,4.0,16.0,104.0,53.0,19.0,13.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,7.3,7.233333333333333,6.866666666666667
9171,838066,2022-05-30T23:00:00+00:00,8,2022,119,1.0,144,1.0,1.0,144,Atletico Goianiense,Internacional,Atletico Goianiense,56.0,2.0,12.0,16.0,4.0,,85.0,443.0,,11.0,11.0,7.0,9.0,20.0,524.0,2.0,1.0,4.0,15.0,16.0,0.0,8.0,121.0,57.0,28.0,15.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,6.883333333333333,7.25,7.15
9172,838061,2022-05-29T22:00:00+00:00,8,2022,1062,2.0,145,1.0,2.0,145,Avai,Atletico-MG,Avai,38.0,2.0,0.0,10.0,5.0,,75.0,241.0,1.0,3.0,2.0,1.0,2.0,5.0,321.0,2.0,0.0,5.0,4.0,15.0,7.0,19.0,100.0,48.0,23.0,12.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,6.7,6.433333333333334,6.7
